Attributes,Volume,Volume,Volume,Adj Close,Adj Close,Adj Close
Symbols,GSK,PFE,AZN,GSK,PFE,AZN
Date,,,,,,
2018-01-02,9465500.0,16185800.0,6107400.0,32.10053253173828,32.92734146118164,31.99385643005371
2018-01-03,6600800.0,13456500.0,4195400.0,31.978849411010742,33.171302795410156,32.057151794433594
2018-01-04,5206400.0,12378100.0,3870900.0,32.03968811035156,33.24359893798828,32.10236740112305
2018-01-05,7250700.0,12492900.0,3336000.0,32.60468292236328,33.30685043334961,32.43695831298828
2018-01-08,5909100.0,18941500.0,1826300.0,32.509071350097656,32.93637466430664,32.21088409423828
2018-01-09,5285600.0,16011600.0,1761100.0,32.117916107177734,32.90022277832031,32.07524490356445
2018-01-10,5303100.0,17794900.0,2150100.0,31.63984489440918,32.954444885253906,31.894380569458008
2018-01-11,4567400.0,14328800.0,2762400.0,32.022308349609375,33.03577423095703,32.011940002441406
2018-01-12,4999700.0,19203700.0,3017700.0,32.59599685668945,33.017696380615234,32.23801040649414
2018-01-16,7438900.0,28972200.0,4756500.0,32.96106719970703,33.07190704345703,31.641178131103516
2018-01-17,6390300.0,24034500.0,2844600.0,33.16099166870117,33.59600830078125,31.72256088256836
2018-01-18,4316200.0,18924600.0,3102500.0,33.178375244140625,33.42432403564453,31.71352195739746
2018-01-19,3478100.0,29538600.0,2527100.0,33.20445251464844,33.3791389465332,32.04811096191406
2018-01-22,4231900.0,20285100.0,2277100.0,33.51737594604492,33.37010955810547,32.50025939941406
2018-01-23,3553000.0,17578000.0,3529600.0,33.63037109375,33.27070617675781,32.61781311035156
2018-01-24,5018100.0,17716500.0,5419300.0,33.595603942871094,33.37010955810547,32.427913665771484
2018-01-25,4696700.0,18015400.0,3579400.0,33.34352493286133,33.64118576049805,32.69015884399414
2018-01-26,4289600.0,48805900.0,5028800.0,33.934600830078125,35.249603271484375,33.12422561645508
2018-01-29,3943000.0,34894700.0,3680700.0,33.439144134521484,35.258628845214844,32.753456115722656
2018-01-30,3753700.0,45999700.0,3901500.0,33.126224517822266,34.1562385559082,32.32844543457031
2018-01-31,4677700.0,34022700.0,4888100.0,32.60468292236328,33.469505310058594,31.704477310180664
2018-02-01,3251300.0,28176400.0,3930400.0,32.67422866821289,33.58805847167969,31.776824951171875
2018-02-02,3343800.0,24277900.0,7475900.0,32.24829864501953,33.387428283691406,32.464088439941406
2018-02-05,6254400.0,40288100.0,8558500.0,30.848854064941406,31.61818504333496,30.546981811523438
2018-02-06,9096700.0,53164200.0,10560000.0,31.283466339111328,32.17449188232422,31.017213821411133
2018-02-07,6675700.0,29370000.0,6619600.0,31.318227767944336,31.900901794433594,30.655500411987305
2018-02-08,7331500.0,43501700.0,8095400.0,31.43992042541504,30.66973876953125,30.836360931396484
2018-02-09,5872300.0,47297700.0,8803400.0,31.71807289123535,31.153085708618164,30.393259048461914
2018-02-12,5910500.0,36758700.0,4868800.0,31.526844024658203,31.609066009521484,30.827312469482422
2018-02-13,3964100.0,20455000.0,2671100.0,31.69198989868164,31.86442756652832,30.800188064575195
2018-02-14,3443100.0,23239800.0,4727600.0,32.00492477416992,32.09241485595703,31.143814086914062
2018-02-15,3306500.0,21431100.0,3489300.0,32.430843353271484,32.566646575927734,31.636688232421875
2018-02-16,4690000.0,26242500.0,4257000.0,32.769840240478516,33.0682373046875,31.552993774414062
2018-02-20,4077500.0,25808700.0,5542500.0,32.4482307434082,32.840232849121094,31.283308029174805
2018-02-21,3459200.0,24546800.0,4971700.0,32.33523178100586,32.612239837646484,31.460002899169922
2018-02-22,2938100.0,22754700.0,2593100.0,32.35441589355469,32.5940055847168,31.32981300354004
2018-02-23,2781800.0,17020900.0,2803900.0,32.593292236328125,33.0682373046875,31.62738800048828
2018-02-26,2472200.0,24105600.0,2739600.0,32.73484420776367,33.82516860961914,31.794776916503906
2018-02-27,1825500.0,22336900.0,1982800.0,32.301326751708984,33.56069564819336,31.478595733642578
2018-02-28,2463100.0,26907900.0,3592400.0,32.124385833740234,33.113834381103516,30.86483383178711
2018-03-01,2802300.0,28731400.0,4684400.0,31.82357406616211,32.493682861328125,30.660249710083008
2018-03-02,1814100.0,21130300.0,6761400.0,32.04475784301758,32.785518646240234,30.836936950683594
2018-03-05,2401200.0,21176100.0,3889000.0,32.54020690917969,32.9405517578125,31.525094985961914
2018-03-06,2442100.0,17081100.0,3072700.0,32.672908782958984,32.721683502197266,31.41349983215332
2018-03-07,2623700.0,22239400.0,1528700.0,32.96487045288086,32.76728057861328,31.348405838012695
2018-03-08,3649200.0,20537600.0,1913700.0,33.19490051269531,33.28710174560547,31.41349983215332
2018-03-09,2386200.0,18311900.0,2299900.0,33.053340911865234,33.5333366394043,31.42280387878418
2018-03-12,2111900.0,25210300.0,2527600.0,33.309913635253906,33.387428283691406,31.478595733642578
